,日期,品类,预测需求(kg),建议补货量(kg),建议售价(元/kg),加成率,预计利润(元)
0,2023-07-01,花叶类,162.8798874537015,186.85314609808594,10.893821104102276,1.4499995754790729,943.5496210757263
1,2023-07-01,辣椒类,93.20590423539358,102.69491431841514,21.54707897564382,1.8011198498697578,1218.3539825933544
2,2023-07-01,食用菌,55.5060820444662,61.29882059024428,12.293283443864555,0.99999947848782,305.57001303758955
3,2023-07-01,花菜类,28.221756428283275,33.40248127385877,11.474223214529953,0.9880710592613249,131.03911757602802
4,2023-07-01,水生根茎类,24.6143831321128,28.505365526476897,15.255664059279455,0.8867920280929723,145.02851961611822
5,2023-07-01,茄类,22.21604683329202,23.806308222558958,11.878361688504684,1.0876820876147175,128.43861060619454
6,2023-07-02,花叶类,154.88663512480542,177.6834176033101,10.893821104102276,1.4499995754790729,897.2453761256777
7,2023-07-02,辣椒类,84.20536641002053,92.77805906789393,21.54707897564382,1.8011198498697578,1100.7021965291274
8,2023-07-02,食用菌,52.283708306186554,57.74015274012872,12.293283443864555,0.99999947848782,287.8303212966145
9,2023-07-02,花菜类,28.430292300836264,33.649298497853316,11.474223214529953,0.9880710592613249,132.00739029114874
10,2023-07-02,水生根茎类,22.690469248355186,26.277323970301318,15.255664059279455,0.8867920280929723,133.69277413216008
11,2023-07-02,茄类,22.476329630943578,24.08522249351005,11.878361688504684,1.0876820876147175,129.9433950147763
12,2023-07-03,花叶类,109.13073348866541,125.19299470995229,10.893821104102276,1.4499995754790729,632.1852491469555
13,2023-07-03,辣椒类,54.529814353905564,60.081329169133504,21.54707897564382,1.8011198498697578,712.7940770830351
14,2023-07-03,食用菌,31.796304519007464,35.11463779017942,12.293283443864555,0.99999947848782,175.04382994708115
15,2023-07-03,花菜类,16.714292639689685,19.78256910840299,11.474223214529953,0.9880710592613249,77.60771956126143
16,2023-07-03,水生根茎类,12.002800703234124,13.900174526038361,15.255664059279455,0.8867920280929723,70.72078174351263
17,2023-07-03,茄类,16.310604497905526,17.478144554120796,11.878361688504684,1.0876820876147175,94.29721658305063
18,2023-07-04,花叶类,103.57085521367388,118.81479317847182,10.893821104102276,1.4499995754790729,599.9773374053256
19,2023-07-04,辣椒类,54.57034272405747,60.12598360958293,21.54707897564382,1.8011198498697578,713.323849328556
20,2023-07-04,食用菌,29.28558190892701,32.34189056756158,12.293283443864555,0.99999947848782,161.22189345944648
21,2023-07-04,花菜类,15.779727522427873,18.67644398440984,11.474223214529953,0.9880710592613249,73.26835150688359
22,2023-07-04,水生根茎类,11.655813443750318,13.498336356398749,15.255664059279455,0.8867920280929723,68.6763247161522
23,2023-07-04,茄类,15.297040103722589,16.392027543637578,11.878361688504684,1.0876820876147175,88.43745208373915
24,2023-07-05,花叶类,104.64708319959739,120.04942434277548,10.893821104102276,1.4499995754790729,606.2118364842734
25,2023-07-05,辣椒类,54.93720780777221,60.530198113455505,21.54707897564382,1.8011198498697578,718.1193774604377
26,2023-07-05,食用菌,32.97323452156573,36.41439483331389,12.293283443864555,0.99999947848782,181.52302110919481
27,2023-07-05,花菜类,15.93577007364036,18.86113158201013,11.474223214529953,0.9880710592613249,73.99288749624193
28,2023-07-05,水生根茎类,11.262934750071096,13.043352345189458,15.255664059279455,0.8867920280929723,66.36147428796187
29,2023-07-05,茄类,15.178930908617424,16.265463896932516,11.878361688504684,1.0876820876147175,87.75462218907083
30,2023-07-06,花叶类,101.42631808442819,116.35461521673533,10.893821104102276,1.4499995754790729,587.5542124430261
31,2023-07-06,辣椒类,61.03972869846337,67.2539981252351,21.54707897564382,1.8011198498697578,797.8893307914561
32,2023-07-06,食用菌,31.865333834983776,35.19087115956243,12.293283443864555,0.99999947848782,175.4238475632761
33,2023-07-06,花菜类,15.189368547154226,17.977711619309062,11.474223214529953,0.9880710592613249,70.52719968064865
34,2023-07-06,水生根茎类,10.510888359045888,12.172424272201376,15.255664059279455,0.8867920280929723,61.93039940838318
35,2023-07-06,茄类,15.124865423081374,16.207528314489256,11.878361688504684,1.0876820876147175,87.44205101490527
36,2023-07-07,花叶类,113.94034787609314,130.71050576585193,10.893821104102276,1.4499995754790729,660.0469446805291
37,2023-07-07,辣椒类,75.9143549427346,83.64296489944316,21.54707897564382,1.8011198498697578,992.3250832575936
38,2023-07-07,食用菌,39.48740574972077,43.60839950272863,12.293283443864555,0.99999947848782,217.38459363960328
39,2023-07-07,花菜类,19.024127109476396,22.5164245584997,11.474223214529953,0.9880710592613249,88.33273135975477
40,2023-07-07,水生根茎类,15.469987941180566,17.91544637079394,15.255664059279455,0.8867920280929723,91.14952983166785
41,2023-07-07,茄类,17.15951319294548,18.387819538089882,11.878361688504684,1.0876820876147175,99.20504983262128
