定日镜序号,吸收塔x坐标(m),吸收塔y坐标(m),定日镜宽度(m),定日镜高度(m),定日镜x坐标(m),定日镜y坐标(m),定日镜z坐标(m),镜面面积(m2)
1,50.0,-10.0,6.02227796416709,5.118936269542027,-311.861,128.066,4.0,30.827657096038635
2,50.0,-10.0,6.027326463305482,5.12322749380966,-317.726,112.73,4.0,30.879364650973187
3,50.0,-10.0,6.015771536488592,5.113405806015304,-305.256,143.098,4.0,30.76108110234237
4,50.0,-10.0,6.030924065120779,5.126285455352662,-322.838,97.127,4.0,30.916238317364996
5,50.0,-10.0,6.007806687826036,5.10663568465213,-297.926,157.79,4.0,30.679680018544154
6,50.0,-10.0,6.033052861994995,5.1280949326957455,-327.184,81.294,4.0,30.9380678102821
7,50.0,-10.0,5.99844029635894,5.0986742519050985,-289.891,172.109,4.0,30.584093090635314
8,50.0,-10.0,6.033711489087362,5.128654765724257,-330.754,65.268,4.0,30.944823183513105
9,50.0,-10.0,5.987636395396407,5.089490936086946,-281.167,186.019,4.0,30.47402116295433
10,50.0,-10.0,6.032891851089989,5.12795807342649,-333.539,49.087,4.0,30.93641647390579
11,50.0,-10.0,5.975439257959112,5.079123369265245,-271.777,199.487,4.0,30.3499931767251
12,50.0,-10.0,6.030617209921171,5.126024628432995,-335.534,32.789,4.0,30.91309234270779
13,50.0,-10.0,5.961867671920672,5.0675875211325705,-261.742,212.483,4.0,30.212286216868886
14,50.0,-10.0,6.026861937355695,5.12283264675234,-336.732,16.414,4.0,30.874605090154812
15,50.0,-10.0,5.946948654141351,5.054906356020148,-251.087,224.975,4.0,30.061268550744582
16,50.0,-10.0,6.021655867270073,5.118407487179562,-337.132,0.0,4.0,30.82128847625388
17,50.0,-10.0,5.930677800049821,5.041076130042348,-239.835,236.933,4.0,29.896998292803218
18,50.0,-10.0,6.014992587909979,5.112743699723482,-336.732,-16.414,4.0,30.753115457720185
19,50.0,-10.0,5.913109978471743,5.026143481700982,-228.015,248.329,4.0,29.720139174876785
20,50.0,-10.0,6.006897217507653,5.105862634881505,-335.534,-32.789,4.0,30.670392054446005
21,50.0,-10.0,5.894263112610857,5.010123645719228,-215.654,259.136,4.0,29.530986994582275
22,50.0,-10.0,5.997357852286617,5.097754174443625,-333.539,-49.087,4.0,30.573056027126356
23,50.0,-10.0,5.874171284397957,4.993045591738263,-202.782,269.328,4.0,29.330005036678713
24,50.0,-10.0,5.986419908124505,5.088456921905829,-330.754,-65.268,4.0,30.461639818930994
25,50.0,-10.0,5.836798908607433,4.961279072316318,-302.931,113.929,4.0,28.95798827459278
26,50.0,-10.0,5.831318094677478,4.956620380475856,-297.121,128.322,4.0,28.903630113116026
27,50.0,-10.0,5.840883294235429,4.964750800100115,-308.045,99.274,4.0,28.998530008346737
28,50.0,-10.0,5.824431784192804,4.950767016563883,-290.627,142.42,4.0,28.835404767408058
29,50.0,-10.0,5.843563302113554,4.967028806796521,-312.451,84.391,4.0,29.025147255937025
30,50.0,-10.0,5.852855211370288,4.974926929664745,-189.428,278.881,4.0,29.117527006474692
31,50.0,-10.0,5.81614816292789,4.943725938488706,-283.464,156.19,4.0,28.753442535160048
32,50.0,-10.0,5.844805385202392,4.968084577422033,-316.137,69.313,4.0,29.03748749225725
33,50.0,-10.0,5.806502720002746,4.935527312002335,-275.65,169.601,4.0,28.6581527617894
34,50.0,-10.0,5.974078380637186,5.0779666235416085,-327.184,-81.294,4.0,30.336170623297132
35,50.0,-10.0,5.844646081506358,4.967949169280404,-319.097,54.076,4.0,29.03590464535748
36,50.0,-10.0,5.795484868600813,4.926162138310691,-267.201,182.622,4.0,28.54949813285383
37,50.0,-10.0,5.843068626728435,4.9666083327191695,-321.323,38.715,4.0,29.0202333301594
38,50.0,-10.0,5.830390387207441,4.955831829126325,-175.626,287.774,4.0,28.894434257154792
39,50.0,-10.0,5.783130263413027,4.915660723901073,-258.138,195.223,4.0,28.427906297063085
40,50.0,-10.0,5.84007593835242,4.964064547599557,-322.81,23.265,4.0,28.99051392086447
41,50.0,-10.0,5.960360111140669,5.066306094469568,-322.838,-97.127,4.0,30.197008756305284
42,50.0,-10.0,5.769447591886003,4.904030453103102,-248.481,207.375,4.0,28.293546688191316
43,50.0,-10.0,5.835663915040001,4.960314327784001,-323.554,7.761,4.0,28.946727329905
44,50.0,-10.0,5.806759669170454,4.935745718794886,-161.406,295.983,4.0,28.660689177178874
45,50.0,-10.0,5.754466424739228,4.891296461028343,-238.253,219.05,4.0,28.146801258433406
46,50.0,-10.0,5.829849939649511,4.955372448702085,-323.554,-7.761,4.0,28.8890777710067
47,50.0,-10.0,5.945284776258044,5.053492059819337,-317.726,-112.73,4.0,30.04444941018481
48,50.0,-10.0,5.738202449935191,4.877472082444912,-227.477,230.221,4.0,27.987922252975892
49,50.0,-10.0,5.822642840526241,4.9492464144473045,-322.81,-23.265,4.0,28.817694201081764
50,50.0,-10.0,5.782050811542859,4.914743189811429,-146.804,303.491,4.0,28.417294849173913
51,50.0,-10.0,5.720669870349777,4.862569389797311,-216.177,240.862,4.0,27.817154200698575
52,50.0,-10.0,5.928889272699518,5.03955588179459,-311.861,-128.066,4.0,29.878968806741707
53,50.0,-10.0,5.8140428675437645,4.9419364374122,-321.323,-38.715,4.0,28.732630295791044
54,50.0,-10.0,5.701921307938804,4.846633111747983,-204.38,250.95,4.0,27.635120611637575
55,50.0,-10.0,5.75627573172731,4.892834371968213,-131.854,310.278,4.0,28.16450375472186
56,50.0,-10.0,5.804071164027256,4.933460489423168,-319.097,-54.076,4.0,28.634155765528803
57,50.0,-10.0,5.911185650628303,5.024507803034058,-305.256,-143.098,4.0,29.700798426764862
58,50.0,-10.0,5.681976870944613,4.829680340302921,-192.114,260.46,4.0,27.442131987657103
59,50.0,-10.0,5.79274201252556,4.923830710646726,-316.137,-69.313,4.0,28.52248102012687
60,50.0,-10.0,5.645648450352838,4.798801182799912,-287.753,115.752,4.0,27.09234446122569
61,50.0,-10.0,5.650906584402051,4.8032705967417435,-293.644,99.865,4.0,27.14283344179269
62,50.0,-10.0,5.729501994879815,4.8700766956478425,-116.591,316.33,4.0,27.90311414293201
63,50.0,-10.0,5.638561602996237,4.7927773625468015,-281.002,131.293,4.0,27.02437040816597
64,50.0,-10.0,5.654366960436885,4.806211916371352,-298.66,83.681,4.0,27.17608586478822
65,50.0,-10.0,5.629691306663661,4.785237610664112,-273.413,146.443,4.0,26.939410577075737
66,50.0,-10.0,5.660866744754697,4.811736733041493,-179.405,269.372,4.0,27.2386004565892
67,50.0,-10.0,5.6559870503900616,4.807588992831552,-302.784,67.246,4.0,27.191661087053056
68,50.0,-10.0,5.619035616674183,4.776180274173056,-265.008,161.155,4.0,26.837527072235066
69,50.0,-10.0,5.655774728174902,4.807408518948667,-306.004,50.611,4.0,27.1896196094826
70,50.0,-10.0,5.892192321986797,5.008363473688777,-297.926,-157.79,4.0,29.510240805388136
71,50.0,-10.0,5.780089831583233,4.913076356845748,-312.451,-84.391,4.0,28.3980226919961
72,50.0,-10.0,5.606619006339509,4.765626155388582,-255.812,175.386,4.0,26.719050179910305
73,50.0,-10.0,5.653750242535142,4.80568770615487,-308.312,33.825,4.0,27.17015803422125
74,50.0,-10.0,5.638614786238376,4.792822568302619,-166.284,277.663,4.0,27.024880201448138
75,50.0,-10.0,5.5924757400732545,4.753604379062266,-245.853,189.094,4.0,26.58441716781171
76,50.0,-10.0,5.701756839888785,4.846493313905467,-101.051,321.631,4.0,27.63352640203576
77,50.0,-10.0,5.649888036701408,4.802404831196196,-309.699,16.938,4.0,27.133049603172434
78,50.0,-10.0,5.76609616091261,4.901181736775718,-308.045,-99.274,4.0,28.260685196357464
79,50.0,-10.0,5.57661353626138,4.740121505822173,-235.159,202.238,4.0,26.433825752891607
