month,time,DNI_kW_m2,eta_optical_mean,eta_cos_mean,eta_shadow_mean,eta_trunc_mean,power_MW,unit_power_kW_m2
1,9.0,0.7925396841601169,0.16805091320207008,0.6980801716797045,0.2767552482333162,0.9814843750000002,12.547282560842632,0.13318701767198785
1,10.5,0.9100911454852126,0.2248316106890023,0.7230699699452887,0.35426364558269224,0.9803671875000002,19.276582652332063,0.20461725811323947
1,12.0,0.9391840362887128,0.24587023834122512,0.7317106070143687,0.382390218164928,0.9809140625000002,21.754266687558992,0.23091740284857967
1,13.5,0.9100911454852126,0.22694226616102006,0.7229305027925348,0.3575898097790951,0.9810703124999999,19.457545749701975,0.20653814696949277
1,15.0,0.7925396841601169,0.17289717127741416,0.6978094787157803,0.282013943547187,0.9806484374999999,12.909121531399077,0.13702786951637946
2,9.0,0.8875714408097994,0.2093648328717055,0.7172291784102304,0.334897865227076,0.9805546874999999,17.506319017727495,0.18582624636684247
2,10.5,0.9708000370097122,0.26753070431392945,0.7430196529810986,0.41073870028878745,0.9805546874999999,24.467590373095558,0.2597188176491971
2,12.0,0.9921771917861091,0.2884716711276835,0.7519101988916915,0.4369045769103689,0.9811562499999998,26.963743904129657,0.2862150125693111
2,13.5,0.9708000370097122,0.2703714405724684,0.7428824568738758,0.41438376101842167,0.9811953125,24.727395958066364,0.2624766045141216
2,15.0,0.8875714408097994,0.21388457991951834,0.7169647480030966,0.3398003925851932,0.9809921875000001,17.88424367973093,0.18983784476616558
3,9.0,0.9585851534948294,0.2572539428023182,0.7384561519034015,0.39875071962052483,0.9813124999999998,23.231674923872816,0.2465998102483103
3,10.5,1.0172624266141321,0.3119743440661776,0.7642697711839992,0.46599438027673756,0.9811796874999998,29.89782999277804,0.317359778286112
3,12.0,1.0329830152587962,0.32873977872397026,0.7731531620942215,0.48488134614661876,0.9808359375000001,31.991398321444102,0.3395826078617963
3,13.5,1.0172624266141321,0.31373185373247287,0.7641392107125266,0.46789251881387256,0.9808046874999998,30.06625962878174,0.3191476268340453
