month,time,DNI_kW_m2,eta_optical_mean,eta_cos_mean,eta_shadow_mean,eta_trunc_mean,power_MW,unit_power_kW_m2
1,9.0,0.7925396841601169,0.23421217876337103,0.7024362414633659,0.38469760600388475,0.9817875000000004,11.660802069252178,0.18562244618357493
1,10.5,0.9100911454852126,0.31916516631377745,0.7285806317918256,0.5012625846967712,0.9816375000000002,18.24728719347179,0.2904693918094841
1,12.0,0.9391840362887128,0.34661196374729913,0.7376450687803956,0.5364714078239514,0.9812624999999998,20.449946821538294,0.3255324231381454
1,13.5,0.9100911454852126,0.31963313334833265,0.7285806332659794,0.5003435240835271,0.9820249999999996,18.27404177002922,0.2908952844640118
1,15.0,0.7925396841601169,0.23725022356767828,0.7024362458493736,0.3852347727682627,0.9821749999999997,11.81205824784884,0.18803021725324484
2,9.0,0.8875714408097994,0.29612877048198283,0.7224441368523334,0.47135930218180233,0.9811875,16.511322308254712,0.26283543948192795
2,10.5,0.9708000370097122,0.37879696901197263,0.7493379441013761,0.5777480374619006,0.9819375000000005,23.10118252669088,0.36773611153598984
2,12.0,0.9921771917861091,0.3983866726262759,0.7586375961506563,0.5991245070906469,0.9814124999999999,24.83087208513863,0.3952701700913504
2,13.5,0.9708000370097122,0.3795490773215801,0.7493379462981538,0.577431897088319,0.9816875000000003,23.147050347083958,0.36846625831079205
2,15.0,0.8875714408097994,0.29863235170785263,0.7224441426163722,0.47251810732375304,0.9818625000000004,16.650915082296727,0.26505754667775755
3,9.0,0.9585851534948294,0.3647542846683229,0.7445589239573641,0.5615219348258115,0.9823124999999999,21.9648899957187,0.349648041956681
3,10.5,1.0172624266141321,0.41617923803157103,0.77140192166262,0.6163871342504046,0.9817125000000002,26.59569516965868,0.42336350158641645
3,12.0,1.0329830152587962,0.42471778857363574,0.7806707687666946,0.620069990827302,0.9816375000000002,27.560783770977586,0.43872626187484215
3,13.5,1.0172624266141321,0.4173272308952392,0.7714019244567681,0.6163764054724011,0.9813625,26.669056994250102,0.4245313115926473
3,15.0,0.9585851534948294,0.3663360746174219,0.7445589306282409,0.5622233492272095,0.9807750000000004,22.060142728006372,0.3511643223178347
4,9.0,1.0012392556638674,0.4052253278042409,0.7629933653103258,0.6087144429667224,0.9816875000000003,25.48780190096685,0.4057275055868648
4,10.5,1.0453202150611232,0.4289028716664127,0.7887809700371334,0.620876971134406,0.9816500000000001,28.164771697622957,0.4483408420506679
4,12.0,1.0575644144419905,0.4348452698636106,0.7976851646596697,0.620876971134406,0.9823,28.889465802383945,0.45987688319617864
4,13.5,1.0453202150611232,0.4302973578259234,0.7887809730960526,0.620876971134406,0.9819749999999996,28.25634344244601,0.44979852662282727
4,15.0,1.0012392556638674,0.40734450749864876,0.7629933721312991,0.608805381212665,0.9808750000000002,25.621093747595232,0.4078493114867117
5,9.0,1.0207025820082094,0.41678025895130977,0.7733376367248467,0.6173819358265916,0.9812124999999997,26.724173682264578,0.425408686441652
5,10.5,1.057739329886917,0.43436274939842445,0.797819205077154,0.620876971134406,0.9827875000000003,28.86218183759551,0.45944256347652834
5,12.0,1.0682654196136023,0.43915659970969667,0.8062775730271543,0.620876971134406,0.9815125,29.471111538024907,0.4691358092649619
5,13.5,1.057739329886917,0.43506515398795936,0.7978192081350922,0.620876971134406,0.9816875000000003,28.90885464509292,0.4601855244363725
5,15.0,1.0207025820082094,0.4194572268733003,0.7733376432737259,0.6173752450947029,0.9821249999999999,26.89582230081751,0.4281410745115809
6,9.0,1.0258377775008265,0.4198430951692908,0.7763209938456761,0.618733846784771,0.9821624999999997,27.056002818418037,0.4306909076475332
6,10.5,1.060873666505148,0.4352422703305618,0.8002560291020283,0.620876971134406,0.9817375000000002,29.006322306681444,0.4617370631436078
6,12.0,1.070906192835357,0.44067985136140636,0.8085280974416287,0.620876971134406,0.9821874999999998,29.64644043774524,0.4719267818806947
6,13.5,1.060873666505148,0.4366599745684653,0.8002560321270518,0.620876971134406,0.9823124999999998,29.100803906616452,0.4632410682364924
6,15.0,1.0258377775008265,0.4218235828512038,0.7763210002413105,0.6187261218324273,0.9815750000000001,27.18363164194811,0.43272256672951465
7,9.0,1.018827782979376,0.4156599850145749,0.7722766276849528,0.6168057223364607,0.9809500000000003,26.603386813974303,0.42348594100563997
7,10.5,1.0565735829846747,0.43321608672800666,0.7969296825851776,0.620876971134406,0.9813,28.75426395539806,0.4577246729608096
7,12.0,1.0672739615444855,0.4386221214146275,0.8054465189990688,0.620876971134406,0.981325,29.407924661578072,0.4681299691432358
7,13.5,1.0565735829846747,0.4345508550092163,0.7969296856505454,0.620876971134406,0.9816125000000001,28.842857801871013,0.45913495386614156
7,15.0,1.018827782979376,0.4184767617989181,0.7722766342786263,0.6167997147236426,0.9821499999999996,26.783668306213393,0.4263557514519801
8,9.0,0.9956097226800013,0.400528924157992,0.760256027077758,0.6044734840238869,0.9808250000000003,25.050762251295104,0.3987704911062577
8,10.5,1.041648305926071,0.4275745526064111,0.7862826167192082,0.620797908034769,0.9818749999999996,27.978916612404326,0.4453823083795658
8,12.0,1.0543649589786372,0.4334066334967459,0.7952686709710769,0.620876971134406,0.9820124999999997,28.706777964792927,0.4569687673478658
8,13.5,1.041648305926071,0.42864752059900396,0.7862826197567796,0.620797908034769,0.9814375,28.04912771783503,0.44649996367136313
8,15.0,0.9956097226800013,0.40303418318342515,0.7602560339202054,0.6046054668622279,0.9809125000000003,25.20745167979511,0.40126475134981077
9,9.0,0.9479074216376175,0.35300183142367586,0.7406580043802609,0.5471198378061585,0.9809875000000005,21.020392169010456,0.33461305585817347
9,10.5,1.0102231630242495,0.41257297916641045,0.7675894019070526,0.6135652788985531,0.9827375000000004,26.182796799086695,0.41679077999182895
9,12.0,1.026795227213093,0.4218192175605567,0.7768901301428572,0.6189128208381162,0.9816375000000002,27.20872148560945,0.4331219593379409
9,13.5,1.0102231630242495,0.41361867733696145,0.7675894046146071,0.6135493037814654,0.9821874999999998,26.24915912549991,0.41784716850525166
9,15.0,0.9479074216376175,0.3551832127897457,0.740658010942534,0.5479656720692127,0.9813499999999997,21.150288072383056,0.3366808034444931
10,9.0,0.871393739595667,0.28331292440544414,0.7184308166124611,0.45367451176379103,0.9813499999999997,15.508819966865781,0.24687710867344448
10,10.5,0.9603540966246885,0.3687902678479051,0.7452292953704467,0.5652482677925006,0.9826125000000002,22.24891194093811,0.35416924452305176
10,12.0,0.9830280897398642,0.39024067325493467,0.7544998686965172,0.5900743313333143,0.9815250000000001,24.09885408697926,0.38361754356859695
10,13.5,0.9603540966246885,0.36907738162759657,0.7452292974342489,0.5648523641820625,0.9814375,22.26623335573212,0.3544449754175759
10,15.0,0.871393739595667,0.28596174386156775,0.7184308221406374,0.4547691690145201,0.9821249999999996,15.65381887277861,0.24918527336482982
11,9.0,0.7772951094738468,0.22669496783250787,0.6998710867854804,0.3737720843803781,0.9823,11.069442459657044,0.17620888983853938
11,10.5,0.9004588187516018,0.31080438590952564,0.7258715007439676,0.48972852385792925,0.9821874999999998,17.58121668349543,0.27986655019890844
11,12.0,0.9308152229992321,0.33815213613795814,0.7348900609770938,0.5253281934157613,0.98135,19.77304454035473,0.3147571560069202
11,13.5,0.9004588187516018,0.310858265918424,0.7258715021158304,0.488746184971584,0.9814375,17.5842645044217,0.27991506692807544
11,15.0,0.7772951094738468,0.22956023713810172,0.6998710909588709,0.3742535578583416,0.9815375000000001,11.209352639459212,0.17843604965710302
12,9.0,0.7391583800545818,0.20943797793804783,0.6940043344818959,0.34890290503506466,0.9819499999999998,9.725028288590439,0.15480783649459467
12,10.5,0.8763811468209349,0.29092177063586855,0.7196358366573533,0.4626161997697738,0.9817625000000002,16.016483860160182,0.2549583549850395
12,12.0,0.9099380317765404,0.3183324457844386,0.7285365212846262,0.49852957003263115,0.9821624999999997,18.196617043715186,0.2896627991677043
12,13.5,0.8763811468209349,0.29132244271673213,0.7196358377886484,0.4615139700177143,0.9827250000000002,16.03854256653455,0.25530949644276585
12,15.0,0.7391583800545818,0.21254928980856821,0.6940043381390195,0.3490907481755203,0.9821999999999997,9.86949872443655,0.15710758873665312
